"STATION","NAME","DATE","AWND","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-23",,,,,,,"0.23",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-24",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-25",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-26",,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-27",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-28",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-29",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-04-30",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-01",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-02",,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-03",,,,,,,"0.64",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-04",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-05",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-06",,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-07",,,,,,,"0.49",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-08",,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-09",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-10",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-13",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-14",,,,,,,"0.32",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-15",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-16",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-17",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-18",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-19",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-20",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-21",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-22",,,,,,,"0.46",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-23",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-24",,,,,,,"0.45",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-25",,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-26",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-27",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-28",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-29",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-30",,,,,,,"0.55",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-05-31",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-01",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-02",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-03",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-04",,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-05",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-06",,,,,,,"0.86",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-07",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-08",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-09",,,,,,,"0.36",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-10",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-13",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-14",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-15",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-16",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-17",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-18",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-19",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-20",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-21",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-22",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-23",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-24",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-25",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-26",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-27",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-28",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-29",,,,,,,"1.28",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-06-30",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-01",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-02",,,,,,,"0.39",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-03",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-04",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-05",,,,,,,"0.74",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-06",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-07",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-08",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-09",,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-10",,,,,,,"0.31",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-13",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-14",,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-15",,,,,,,"0.40",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-16",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-17",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-19",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-20",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-21",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-22",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-23",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-24",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-25",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-26",,,,,,,"1.21",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-27",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-28",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-29",,,,,,,"0.70",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-30",,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-07-31",,,,,,,"0.84",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-01",,,,,,,"0.86",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-02",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-03",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-04",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-05",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-06",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-07",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-08",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-09",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-11",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-12",,,,,,,"0.83",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-13",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-14",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-15",,,,,,,"0.28",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-16",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-17",,,,,,,"0.52",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-18",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-19",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-20",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-21",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-22",,,,,,,"0.63",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-23",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-24",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-25",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-26",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-27",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-28",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-29",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-30",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-08-31",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-01",,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-02",,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-03",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-04",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-05",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-06",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-07",,,,,,,"0.04",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-08",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-09",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-10",,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-13",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-14",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-15",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-16",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-17",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-18",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-19",,,,,,,"0.24",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-20",,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-21",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-22",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-23",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-24",,,,,,,"0.30",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-25",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-26",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-27",,,,,,,"0.37",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-28",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-29",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-09-30",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-01",,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-02",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-03",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-04",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-05",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-06",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-07",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-08",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-09",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-10",,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-14",,,,,,,"0.03",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-15",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-16",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-17",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-18",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-19",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-20",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-21",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-22",,,,,,,"0.77",,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","2016-10-23",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,
